STEM,SCI_MATH,ENG,ICT,GDPPC,GINI,HDI,IHDI,GDI,FHDI,GII,stemt,GSNI1,GSNI2,GSNI0,GSNI_pol,GSNI_eco,GSNI_edu,GSNI_phi,SCI_BENEFITS-Enthusiast,SCI_BENEFITS-Excluded,SCI_BENEFITS-Included,SCI_BENEFITS-Sceptic,SCI_JOBS-Decrease,SCI_JOBS-Increase,SCI_JOBS-Neither,SCI_TRUST-High,SCI_TRUST-Low,SCI_TRUST-Medium,unemployment,Christians,Muslims,Unaffiliated
31.6804,52.23294,29.84505,16.70346,16731.8215139051,30.6,0.854,0.791,0.9807894581244346,0.8442751144582097,0.233,22.51725,65.89,40.36,34.11,42.84,37.86,18.75,30.99,32.795452808354256,13.22405975332871,27.411445145234197,9.373034644005944,43.103238206244974,23.07394501803144,17.907152990252143,12.405006391438448,13.147749188706076,67.22153172889382,7.152727257121692,81.0,0.0,18.6
42.73444,51.3663,30.82657,46.32791,2099.59904810855,35.7,0.645,0.475,0.820249849906372,0.5731806392673903,0.488,32.16665,98.28,83.25,1.72,64.1,69.91,35.24,88.38,35.12002886166962,12.19560312301711,27.735577249788463,6.6083315160833145,13.784695877238304,58.94339171338334,9.73406312253302,21.142374307022767,13.659255895998005,54.45871976062694,5.674545461481267,2.5,14.4,0.0
37.43295,74.29708,24.91733,34.6707,4135.56926281554,37.8,0.718,0.59,0.9403575936633956,0.6936392619223558,0.48,19.4187,97.44,80.36,2.56,66.47,66.4,19.31,90.55,22.95385970895478,5.29115000725786,48.025534128531206,5.5327471136861,18.23018665291026,69.14283422997343,1.473216286223562,8.242690487331652,20.20980609506208,54.41802338863385,4.403636455535887,9.9,87.2,0.0
31.16248,68.02366,22.66265,39.10959,5550.06095701484,40.8,0.783,0.693,0.8655538720919798,0.7093174308169157,0.459,40.19529,98.54,92.49,1.46,84.63,88.86,55.42,78.69,32.08255708308893,9.238281540653706,27.822330631060943,16.892654889241307,23.680791053041773,57.23391188403889,5.726646193201726,19.15067503630568,6.101990112573335,55.16792166028137,11.76000014218417,0.0,100.0,0.0
31.63234,66.96649,28.45189,30.39628,9812.39037613835,27.5,0.825,0.766,0.9802664241755156,0.8070648346015826,0.19,24.72934,96.22,79.02,3.78,75.22,67.54,21.71,68.51,41.50899063521186,9.899484909652983,22.09111252729713,4.664682133844648,24.03939184181303,33.87051159391662,21.60965200049853,18.35320925763791,9.942485877535823,57.44243906680975,5.199999982660467,24.7,70.4,4.2
25.21585,49.20296,20.05385,24.32193,31846.2182324258,31.6,0.916,0.815,0.9361131436640374,0.8805218558850386,0.064,29.3442,87.07,62.91,12.93,63.68,54.33,25.67,58.27,39.66370690483919,10.24455246947154,31.563032173328796,10.188036325547932,29.355352398865936,30.070832930859996,33.38282918497896,5.805629705128836,23.45033343716408,68.20080484767452,3.5809091221202505,29.4,0.0,46.4
31.27617,72.93857,18.37657,47.42567,1309.39299165512,27.7,0.697,0.63,0.9572854580584064,0.676553939984235,0.369,19.71237,96.73,84.87,3.27,76.8,71.53,41.0,81.73,21.65593280539248,12.149197378315993,35.03052892117885,11.159713055716376,16.949973205264595,49.83312208312186,12.117505128631665,10.72419627364004,14.504728314511096,65.50235910497386,7.730909087441184,11.4,88.0,0.0
30.62815,51.13955,28.46802,28.43665,9946.03382879198,45.4,0.779,0.613,0.9600814333911668,0.7602351443558286,0.322,25.23914,87.7,51.0,12.3,41.4,29.35,20.7,75.55,21.89379249120392,10.10432373565871,42.6959872500019,16.78396615975492,29.43703479890641,61.19433545311429,2.00645127130165,11.246391228806395,25.02924345955805,61.99317237672637,4.376363624225965,95.1,0.0,4.7
30.5224,54.79705,29.72568,22.9284,4503.51698538847,25.7,0.75,0.672,1.013708538762285,0.7544443897258262,0.204,24.76057,90.06,67.21,9.94,60.33,58.8,16.73,65.2,11.636034273724476,18.182450463792136,29.716985365423533,17.45054735422727,39.8239289997212,31.69556295632846,14.871697691044623,4.856945279710382,38.19338696309224,48.32519214913982,4.960909041491422,97.4,0.0,1.4
29.29293,43.75199,23.05607,14.47267,52331.3167277797,28.5,0.944,0.878,0.965586666219649,0.9264806845968288,0.043,17.45106,39.75,15.88,60.25,21.29,13.56,4.63,22.03,47.84425806115824,15.544069875126954,23.93529611263688,11.567629180357116,45.52611503259879,50.4879065996652,2.4468231873891635,28.42972485390851,15.092810623665637,56.17141510755691,5.406363660638982,50.6,6.0,42.1
28.46429,51.48206,23.89405,15.1608,75419.6348688089,27.0,0.957,0.899,0.9899386579617452,0.9489563520145096,0.045,22.10417,41.27,16.0,58.73,19.51,21.85,3.71,16.78,48.97674989227694,12.531992662927472,31.45982360460402,4.87393968411989,41.35091350681454,53.15435416300179,2.9203188957642903,37.76334993991924,2.8070621488704024,58.56811574074706,3.819090886549516,84.7,3.7,10.1
47.80991,45.97046,47.48681,49.55961,6977.69578355382,42.8,0.777,0.628,0.9570929121632724,0.7590668691866898,0.395,29.64282,87.96,49.99,12.04,38.44,27.05,14.36,79.76,12.877753427295884,15.143900066495346,32.41350949376025,27.89246974490837,34.33912440744921,50.87605756129842,3.9393739889002175,5.165733308166828,38.20108174465363,48.831190945030805,3.4245454398068507,95.5,0.0,3.0
36.25297,61.97198,24.48273,48.12816,3485.08421835861,44.4,0.718,0.587,1.0069199775633195,0.7197416002012795,0.43,28.73975,98.87,86.8,1.13,70.62,73.8,39.08,91.48,42.81747591126764,11.971306419974784,34.86553876156766,5.897677038511954,16.85454364226679,76.13542211505333,2.45957783150036,31.9021368353683,12.730127435827011,52.403446533766896,3.0954544977708305,92.6,5.5,0.0
43.36165,70.74753,42.06954,21.1786,15692.5070255563,29.7,0.88,0.813,1.0071102297898131,0.8801142643742882,0.115,21.65399,79.75,47.31,20.25,43.74,41.99,11.91,53.02,36.29933291061529,13.58916496524294,33.22017635134784,3.69763680062368,24.35465229372486,34.541068510541,26.0935531918574,18.902056916268453,10.70316883350248,66.94658533538521,7.082727258855652,94.3,0.0,5.6
41.21575,66.86331,35.32446,33.19426,12919.5296441908,36.0,0.828,0.73,0.9913810337527182,0.8237000206149322,0.276,28.77131,85.5,60.84,14.5,48.78,55.88,20.69,63.54,22.236643860319678,18.947805192976684,24.884811722778075,16.237902130031724,37.745198725732806,41.1876776729814,8.64729227160798,21.465712180936144,20.468417805088045,50.25582070112298,5.946363644166426,100.0,0.0,0.0
35.36145,41.34078,26.54792,39.08154,820.025241658159,43.7,0.543,0.387,0.9454102954543157,0.5277554864341749,0.402,12.9586,99.15,89.39,0.85,67.78,65.68,36.15,97.64,39.34623951788474,5.927328161363827,27.69214986653011,3.6129383088869913,20.5294061577426,61.58184041076981,1.7430355211190944,21.54633121502162,11.032684529276557,42.163816563584966,1.1209090839732785,93.4,1.8,3.6
42.55736,71.15629,38.53117,28.55473,7411.83611634734,36.2,0.806,0.705,0.9771722781563892,0.7965022233070886,0.132,28.35468,82.62,48.61,17.38,47.05,35.49,13.2,66.56,27.605977779790784,18.338752318703023,23.481866017092205,9.957765410303145,41.98800556083147,26.12387487382966,16.263475645596166,9.243641471379368,24.685456481090345,57.32332306714408,16.924545114690606,92.6,4.1,3.3
33.32192,61.43604,26.73394,14.08451,25946.1821852127,24.2,0.917,0.875,1.0014085210641908,0.9156499719077448,0.063,27.23022,59.21,28.25,40.79,33.58,25.91,8.04,29.93,38.81984958837697,17.54618155893781,30.771573621326198,12.02122405615014,49.13598849604484,45.71428330791322,3.5282120998603643,15.588371062974558,17.072990156538147,67.26991487748654,7.4790909507057854,78.4,3.6,18.0
42.75694,56.34668,32.23869,38.42537,6001.40081394888,63.0,0.709,0.468,0.9863821495061936,0.7020923195480617,0.406,18.28119,96.32,80.9,3.68,75.56,57.06,38.8,88.8,19.130064186362084,15.286490927310162,31.891062920358788,19.17427852088765,29.279577647388045,61.082137260819,2.6410194711864574,13.23194912775338,29.567857005482363,41.501449693090045,26.031818043101907,81.2,1.7,14.9
29.55581,49.93628,26.61239,12.97447,29600.3782526602,34.7,0.904,0.783,0.9858652738011706,0.896326715634599,0.07,22.26665,50.5,25.16,49.5,29.4,20.48,11.61,28.05,44.22168024769513,12.433316061304778,34.871088342172825,5.320243840943999,45.39549295326557,41.903209346562825,8.15029908675191,38.89238388582135,5.926598806487393,53.89599280553566,20.04727276888759,78.6,2.1,19.0
35.47829,52.02827,32.77372,30.23847,51615.0206514946,28.8,0.945,0.882,0.9826442554677156,0.9364274045697064,0.039,26.6392,30.01,10.75,69.99,16.05,9.16,2.61,14.13,38.4400756443718,11.7680977298286,34.326774431055206,6.244609403319865,37.00762812880064,48.43871367588041,4.974510961055591,26.33004118564056,8.231016064164232,62.86827324431204,7.561818079514936,67.2,4.6,27.0
22.31547,41.92288,15.99456,9.93166,81993.72712595,32.7,0.955,0.889,0.9675128179073542,0.9338774340881768,0.025,25.21237,56.03,26.94,43.97,20.56,29.8,9.28,31.18,43.96990068139958,9.523451256794042,33.58090803494588,5.218436873671112,48.22225878271923,33.4040522879499,13.964775435353111,17.14457600535508,8.223690889661233,72.28455052235458,4.7118182182312,72.7,4.9,20.9
30.13622,70.72301,16.74975,47.85432,7806.74221105532,36.4,0.777,0.646,1.007921417554255,0.7823867014895793,0.359,27.85502,95.47,74.5,4.53,67.3,50.86,29.02,84.53,20.94912344206846,10.937455265591227,43.92423461854213,2.4913966189802266,19.390087585761236,54.76469594344711,6.043915103740509,9.24017344904827,7.548306963755418,64.31886920097445,0.6618181805719026,0.0,5.5,0.0
55.4091,77.14837,44.18978,55.64061,3317.4535932122,32.8,0.74,0.596,0.9001292969125834,0.6893713442641072,0.296,43.25471,96.35,84.07,3.65,78.42,79.34,24.48,83.82,17.052058011249166,14.640949485272406,38.56521918098314,10.621952103595143,29.632245808874696,45.52097987201508,11.950086432182315,15.07357445112297,18.56385421998924,49.019396829566816,15.75727280703458,0.0,100.0,0.0
34.68608,57.95409,27.12794,34.46043,9126.56134585014,41.9,0.82,0.683,0.9239286215250176,0.7835054024993082,0.306,19.44189,96.52,85.7,3.48,76.02,80.25,32.04,77.56,27.178943628749728,13.05706080724268,33.662437962123384,13.235169739721025,34.418502501334395,43.76029197115495,9.518788904682747,14.64999616178584,23.06394001071167,49.82523471987827,10.5999999479814,0.0,98.0,1.2
28.78557,58.33682,25.22734,17.46342,3659.03131229487,26.1,0.779,0.728,1.0001863886739462,0.7762094486803529,0.234,25.05327,86.53,65.4,13.47,62.63,57.69,18.23,56.61,37.30533974022924,9.861325641892318,19.97002733888792,7.771032200888584,26.43893426076242,21.78118210041085,28.57687770019184,9.617994795052114,16.013731534210027,62.3031186084685,8.580909208817916,83.8,1.2,14.7
38.10313,52.9621,23.46256,19.38466,42330.117537005,34.8,0.932,0.856,0.9699238256280696,0.9159521804260728,0.118,26.31962,54.6,25.5,45.4,26.07,25.15,6.65,30.34,46.57080938574247,9.194638315601797,34.04318294776585,4.623351701824656,38.468239730451145,44.94478061234522,8.980066734330727,35.37966799820064,8.900612078274541,55.12015226194262,5.806363647634332,64.3,4.8,27.8
33.98544,52.44977,20.43798,23.60926,65297.517508274,41.1,0.926,0.808,0.993544801844942,0.9217149522350424,0.204,17.92021,57.31,30.07,42.69,39.9,14.81,6.54,34.57,46.613382142230606,8.677298734057972,35.664905190344854,6.124155512682494,27.652445382279662,61.017214824348606,4.302630624328396,25.417025498560847,12.847862374710449,56.04431696371675,6.417272784493187,78.3,0.0,16.4
43.96355,70.68966,45.91716,17.65799,16190.126957465,39.7,0.817,0.712,1.0161750582009683,0.8142671443145796,0.288,17.45411,74.6,36.7,25.4,28.6,34.3,9.2,51.4,22.86297725477504,15.616782971363222,32.13702888854283,17.803757811926396,50.80358573273915,34.43226702598372,5.464927570740599,19.612848223142024,16.844465547174654,55.346126604841714,7.862727295268661,57.9,0.0,40.7
36.50885,50.58663,37.06646,26.43116,2715.27603640721,35.7,0.704,0.588,0.99742762481112,0.7030678518234439,0.296,22.67548,92.89,69.17,7.11,59.4,62.49,20.36,70.56,20.08661871250747,12.119190333181344,38.08248439383524,4.350204750003176,12.500524996038587,60.59584428924089,7.550138823224108,4.259629802705051,17.2118939873452,41.29323433083884,1.5236363627693874,8.2,0.0,29.6
28.79315,30.62284,20.46313,46.11547,1463.98591018054,44.3,0.571,0.441,0.9314420323434204,0.5499146292708216,0.527,30.22403,99.52,84.78,0.48,78.16,57.3,16.2,96.27,45.62674265606519,10.758080361861513,24.78052535118013,7.614374825228307,14.36564120262982,62.28479225266816,11.426808422719189,14.435281814150356,23.000168989786225,52.05387546721961,5.289090893485328,87.0,0.0,7.9
